Palabra,Donald Trump,James David Vance,Joe Biden,Kamala Harris,Tim Walz
anger,1,3,4,3,4
refusing,1,1,3,0,0
pandering,1,0,2,9,3
syndrome,1,1,7,3,2
fury,1,0,0,0,0
underestimate,1,1,7,0,5
foe,1,2,0,1,0
corrosive,1,0,0,0,0
wreck,1,1,7,5,1
detriment,1,0,0,0,0
squirm,1,0,0,0,0
inequality,1,0,4,0,0
temptation,1,0,0,1,0
flee,1,0,4,0,0
misinformed,1,1,0,4,0
inappropriate,1,3,1,1,3
discrimination,1,3,4,4,0
disagreeing,1,2,0,1,0
repugnant,1,0,0,0,0
stark,1,1,3,2,2
defiant,1,0,1,0,0
awfulness,1,0,0,0,0
disloyal,1,0,1,0,0
raging,1,0,1,0,1
knock,1,2,2,3,2
shockingly,1,0,0,0,0
disbelief,1,1,0,1,0
rot,1,1,3,1,0
provoke,1,0,2,0,0
encroach,1,0,0,0,0
abused,1,0,4,2,2
snarky,1,0,1,0,0
excessive,1,0,4,2,0
yawn,1,0,0,0,0
noisy,1,0,0,0,0
demise,1,0,2,2,0
mistress,1,1,0,1,1
trashy,1,0,0,3,0
suppress,1,0,1,1,1
undermines,1,0,0,1,1
ailment,1,0,1,0,0
liability,1,0,4,0,1
evasion,1,0,0,0,0
freeze,1,0,4,0,0
treasonous,1,0,9,2,1
floored,1,0,0,0,0
unjust,1,0,0,0,0
rail,1,0,2,1,0
invalid,1,0,2,1,0
hazardous,1,0,1,0,0
instigate,1,0,0,0,0
dishonorable,1,0,0,0,0
unworthy,1,0,0,0,1
stern,1,0,55,2,0
haggard,1,0,0,0,0
worn,1,0,1,1,0
restless,1,0,0,0,0
accuses,1,0,0,1,1
scolding,1,0,0,0,0
irresponsibly,1,0,0,0,0
junk,1,0,0,2,1
bum,1,0,2,0,2
flaw,1,0,0,0,3
wimpy,1,0,0,0,1
gloom,1,1,0,1,1
blather,1,0,2,0,1
geezer,1,1,3,0,0
skeptical,1,3,0,0,0
foolish,1,4,6,7,2
frown,1,0,0,0,0
complacent,1,2,1,0,1
vulnerable,1,1,2,2,0
infringe,1,0,0,0,1
selfishly,1,0,0,1,0
deter,1,0,2,0,1
evasive,1,0,0,1,0
stingy,1,0,0,0,0
vague,1,1,0,4,0
incomprehensible,1,2,0,0,0
disingenuous,1,2,3,1,2
oversight,1,0,3,1,0
menace,1,3,2,1,0
superficial,1,0,2,1,3
static,1,0,0,0,0
fanatical,1,0,0,0,0
futility,1,0,0,0,0
ironically,1,1,1,1,1
deceptive,1,0,0,3,1
skepticism,1,0,0,0,0
randomly,1,0,0,1,0
scapegoat,1,0,0,1,1
confound,1,0,0,0,0
premeditated,1,0,0,0,0
sarcasm,1,0,2,0,3
deaf,1,0,4,1,1
satirical,1,0,0,0,0
unfavorable,1,0,0,0,1
worsen,1,0,0,0,2
disappoints,1,0,0,0,0
unemployed,1,1,0,0,0
unlucky,1,0,0,0,0
hollow,1,1,0,2,0
erase,1,0,1,2,1
incitement,1,0,0,0,0
malice,1,0,0,0,0
impunity,1,0,2,0,0
despair,1,0,0,0,0
hype,1,1,3,3,0
ruthlessness,1,0,0,0,0
bleeds,1,0,0,1,0
demeaning,1,0,2,0,2
cuss,1,0,0,1,1
gossip,1,0,3,2,0
untrue,1,1,1,0,0
extortion,1,0,0,0,1
disagreement,1,2,2,1,0
itch,1,1,0,0,0
fragile,1,1,6,1,0
concession,1,0,0,0,0
craven,1,1,0,0,0
poorer,1,1,2,2,0
foul,1,0,0,4,0
anxiety,1,2,0,0,2
dumping,1,0,1,1,0
havoc,1,0,0,0,1
contradiction,1,0,0,0,0
offender,1,3,2,2,0
doddering,1,0,2,0,0
inaccuracy,1,0,0,0,0
brutally,1,0,2,0,0
parasite,1,2,0,1,1
quack,1,0,0,0,0
peculiar,1,0,0,1,0
baffling,1,0,0,1,0
absence,1,0,1,1,0
unreasonably,1,0,0,0,0
clumsy,1,0,1,0,0
unclear,1,1,0,0,0
treachery,1,0,1,0,0
impolite,1,0,0,0,0
mislead,1,1,1,1,0
aggressiveness,1,0,0,0,0
cave,1,0,1,0,0
grieving,1,0,0,0,0
deceiver,1,1,1,2,0
exaggerate,1,0,0,0,0
bloody,1,1,2,2,2
oblivious,1,0,2,1,0
conspicuous,1,0,0,0,0
indifferent,1,0,0,0,0
hardship,1,0,1,4,6
impediment,1,0,2,0,0
grimace,1,0,0,0,0
indoctrination,1,0,1,0,0
harsh,1,1,2,1,1
barbaric,1,0,1,0,0
deceiving,1,0,2,2,1
inflammatory,1,0,0,0,1
condemnation,1,0,1,1,0
sob,1,1,0,0,2
controversy,1,1,0,1,0
scratched,1,0,0,0,0
resignation,1,0,6,0,0
despise,1,0,4,3,1
friggin,1,0,1,0,0
unravel,1,0,0,1,0
implicate,1,0,0,0,0
retreated,1,0,0,0,0
irresponsible,1,2,2,0,0
worthless,1,1,10,4,2
lier,1,1,3,6,6
shamelessly,1,1,0,0,2
blatantly,1,1,2,2,2
disappointed,1,4,11,17,3
horrifying,1,0,0,3,1
ineptitude,1,0,1,0,0
estranged,1,0,0,0,0
discord,1,0,0,0,0
obsolete,1,1,1,0,1
complicated,1,0,4,0,0
sorrow,1,0,0,0,1
rejected,1,1,2,1,1
concede,1,1,0,2,0
punishable,1,0,0,0,0
plague,1,0,0,1,0
unsuspecting,1,0,0,0,0
restrict,1,0,1,0,0
damning,1,1,1,0,0
harmful,1,0,1,1,0
distortion,1,0,1,0,0
drab,1,0,0,0,0
shabby,1,0,0,0,0
repetitive,1,0,1,0,0
uneasy,1,0,0,0,0
contaminated,1,1,0,0,0
heartbreaking,1,0,1,1,0
subdued,1,0,0,0,0
poverty,0,6,9,6,6
reprehensible,0,4,1,1,1
stagnant,0,4,1,0,0
laughable,0,4,6,4,2
struggled,0,3,1,0,1
irritating,0,3,0,0,0
scum,0,3,7,1,1
noxious,0,3,0,0,0
twist,0,3,2,3,1
sabotage,0,2,1,1,0
ail,0,2,0,0,0
difficulty,0,2,2,2,2
drought,0,2,0,0,0
outlaw,0,2,0,0,0
disappointment,0,2,3,6,0
dense,0,2,0,0,0
unfairly,0,2,0,2,0
prohibit,0,2,0,0,1
disobedience,0,2,2,0,0
calamity,0,2,0,0,0
insincere,0,2,0,5,1
cynical,0,2,0,1,1
distract,0,2,2,2,2
regret,0,2,4,4,1
flake,0,2,0,2,1
jobless,0,1,1,0,0
overzealous,0,1,0,0,0
drained,0,1,0,1,0
bribery,0,1,0,0,0
appallingly,0,1,0,0,0
shamefully,0,1,0,1,0
shortage,0,1,2,0,5
confront,0,1,0,0,0
bitterly,0,1,1,0,0
uneconomical,0,1,0,0,0
incompatible,0,1,0,0,0
fallacy,0,1,1,0,0
slaughtered,0,1,2,0,0
passive,0,1,0,0,0
greasy,0,1,1,0,1
scramble,0,1,1,0,0
discourage,0,1,0,0,0
inhuman,0,1,0,0,0
chatter,0,1,0,0,0
outraged,0,1,0,0,1
unfortunate,0,1,5,1,0
annoys,0,1,1,0,0
condescending,0,1,1,1,2
revolting,0,1,0,2,0
smug,0,1,2,1,1
degradation,0,1,0,0,0
condescendingly,0,1,0,0,0
protested,0,1,1,1,0
interruption,0,1,0,0,0
snob,0,1,0,0,0
cheesy,0,1,1,1,0
imbecile,0,1,7,0,1
scarier,0,1,1,1,0
rebuke,0,1,0,0,0
anarchy,0,1,2,1,1
degrade,0,1,3,2,2
handicapped,0,1,0,0,2
insufferable,0,1,0,0,1
fabrication,0,1,1,0,0
incorrectly,0,1,1,0,0
demonizing,0,1,0,1,0
coercive,0,1,0,0,0
hegemony,0,1,3,0,0
entrapment,0,1,0,0,0
expired,0,1,0,0,0
unproven,0,1,0,0,1
backward,0,1,3,2,0
irrelevance,0,1,1,0,0
revert,0,1,0,0,0
desert,0,1,4,1,0
slump,0,1,0,0,0
resentful,0,1,0,1,0
depraved,0,1,2,1,0
deprived,0,1,0,0,0
subordinate,0,1,0,0,0
curse,0,1,7,2,3
heartless,0,1,1,0,0
maliciously,0,1,0,1,1
deviate,0,1,0,0,0
disloyalty,0,1,0,0,0
despot,0,1,0,1,0
oddly,0,1,0,0,0
frustrate,0,1,0,0,0
sarcastically,0,1,1,0,0
toll,0,1,2,1,1
unbelievably,0,1,0,0,1
argumentative,0,1,0,0,0
obstinate,0,1,0,0,0
sketchy,0,1,1,2,0
ruthless,0,1,1,0,0
mindless,0,1,0,2,1
hurtful,0,1,0,0,0
friction,0,1,0,0,0
dogmatic,0,1,0,0,0
imperfect,0,1,1,2,0
brutal,0,1,5,3,2
hassle,0,1,2,1,0
defiance,0,1,0,0,0
exile,0,1,1,0,0
solemn,0,1,1,0,0
inevitable,0,1,3,0,0
flagrant,0,1,1,0,0
inconsistency,0,1,0,0,1
impending,0,1,0,0,0
defrauding,0,1,0,0,0
trample,0,1,0,0,0
hindrance,0,1,0,0,0
transgress,0,1,0,0,0
unprepared,0,1,0,3,1
afflict,0,1,0,0,0
hedge,0,1,1,0,0
malady,0,1,0,0,0
desolation,0,1,0,0,0
tempest,0,1,0,0,0
famine,0,1,1,0,0
distress,0,1,3,0,2
taint,0,1,0,0,0
perish,0,1,1,1,1
haughty,0,1,0,0,0
languish,0,1,0,0,0
displeasure,0,1,0,0,0
offending,0,1,0,0,0
troubled,0,1,0,0,1
forsaken,0,1,0,0,0
wrath,0,1,0,1,0
oppressive,0,1,0,0,0
recession,0,1,6,0,4
shiver,0,1,1,2,0
refute,0,1,0,0,0
trauma,0,1,0,1,0
sink,0,1,6,2,0
costly,0,1,1,0,0
manipulative,0,1,1,1,1
undermined,0,1,0,1,0
grouch,0,1,0,0,0
diabolic,0,1,0,0,0
strangely,0,1,1,0,1
horrific,0,1,6,1,1
demonize,0,1,1,3,1
cruelest,0,1,0,0,0
baffle,0,1,0,0,0
vehemently,0,1,1,1,0
shamelessness,0,1,0,0,0
mediocre,0,1,0,0,0
obstacle,0,1,1,1,0
renounce,0,1,1,0,0
inexperienced,0,1,1,0,0
forfeit,0,1,2,0,0
bigotry,0,1,1,3,2
dust,0,1,1,5,1
wasteful,0,1,0,1,0
disorderly,0,1,0,0,0
bug,0,1,2,0,0
sarcastic,0,1,2,2,1
awkwardness,0,1,1,0,0
upsetting,0,1,3,0,0
bust,0,1,2,1,0
mistrust,0,1,0,0,0
disdain,0,1,1,3,0
clogged,0,1,0,0,0
bleeding,0,1,0,2,0
uninformed,0,1,1,2,0
pervert,0,1,4,2,3
careless,0,1,2,1,0
splitting,0,1,0,0,0
fiend,0,1,1,0,0
sickeningly,0,1,0,0,0
ambush,0,1,0,0,0
denounce,0,1,0,0,2
idiocy,0,1,3,1,0
dehumanize,0,1,1,0,0
steep,0,1,0,0,0
unspeakable,0,1,0,0,0
drunken,0,1,1,0,0
cackle,0,1,4,9,4
mispronounce,0,1,0,0,0
mundane,0,1,1,0,0
egregious,0,1,0,1,0
rejecting,0,1,0,1,1
exploit,0,1,0,2,2
wary,0,1,0,1,0
spewed,0,1,2,3,1
questionable,0,1,0,1,1
douchebag,0,1,2,0,0
shaky,0,1,0,0,0
cannibal,0,0,9,0,0
struck,0,0,6,5,2
gibberish,0,0,6,1,1
arrogance,0,0,6,2,0
vain,0,0,6,2,1
feeble,0,0,5,4,2
revenge,0,0,5,2,2
criticizing,0,0,5,4,3
slaughter,0,0,5,0,0
blunder,0,0,5,0,2
stuttering,0,0,4,0,0
turmoil,0,0,4,0,1
ding,0,0,4,0,0
embarrass,0,0,3,2,3
terribly,0,0,3,0,1
wrinkle,0,0,3,1,0
scariest,0,0,3,1,0
disliked,0,0,3,0,0
rocky,0,0,3,0,0
forgetful,0,0,3,0,0
cocky,0,0,3,0,0
wack,0,0,3,4,0
deteriorating,0,0,3,0,0
stressful,0,0,3,0,0
powerless,0,0,3,0,0
disturb,0,0,3,0,0
stress,0,0,3,1,2
isolated,0,0,3,0,1
retarded,0,0,3,0,0
scrambling,0,0,3,0,0
fumble,0,0,2,1,0
filth,0,0,2,3,0
sucked,0,0,2,2,1
sleazy,0,0,2,1,1
dazed,0,0,2,0,0
figurehead,0,0,2,2,0
plagiarize,0,0,2,0,0
battered,0,0,2,0,0
unsettling,0,0,2,1,1
excessively,0,0,2,0,0
nefarious,0,0,2,1,0
obliterate,0,0,2,0,0
perilous,0,0,2,0,0
unacceptable,0,0,2,2,4
furiously,0,0,2,0,0
unsuccessful,0,0,2,0,0
prejudice,0,0,2,0,1
invader,0,0,2,1,0
painfully,0,0,2,0,0
counterproductive,0,0,2,0,0
dull,0,0,2,2,1
stammer,0,0,2,0,0
layoff,0,0,2,1,0
unleash,0,0,2,0,0
degrading,0,0,2,0,1
murderous,0,0,2,0,1
massacre,0,0,2,0,3
spew,0,0,2,1,3
pan,0,0,2,2,0
unthinkable,0,0,2,0,0
obese,0,0,2,0,0
stain,0,0,2,1,0
unpredictable,0,0,2,0,0
damaging,0,0,2,1,1
misunderstood,0,0,2,0,0
dehumanization,0,0,2,0,0
despised,0,0,2,0,1
fried,0,0,2,0,1
crashed,0,0,2,2,0
senseless,0,0,2,3,0
reluctantly,0,0,2,0,3
reluctant,0,0,2,0,0
ineligible,0,0,2,0,0
unrealistic,0,0,2,0,1
bombard,0,0,2,0,0
unintelligible,0,0,2,1,0
bonkers,0,0,2,0,0
smash,0,0,2,1,0
tangled,0,0,2,0,0
antagonist,0,0,2,0,0
stiff,0,0,2,0,0
fanatic,0,0,2,0,0
stew,0,0,2,0,0
derogatory,0,0,2,0,0
tumble,0,0,2,0,0
treacherous,0,0,2,1,0
worsening,0,0,2,0,0
infected,0,0,2,2,0
harass,0,0,2,0,0
deceit,0,0,2,0,1
fiction,0,0,2,0,1
stab,0,0,2,0,0
meltdown,0,0,2,1,0
apocalyptic,0,0,2,0,0
spade,0,0,2,0,0
confusion,0,0,2,1,1
rash,0,0,2,0,0
sadness,0,0,2,0,0
sober,0,0,2,1,0
forged,0,0,2,0,0
enslave,0,0,1,0,0
sneer,0,0,1,0,0
uncomfortable,0,0,1,0,1
inflated,0,0,1,0,1
deterioration,0,0,1,0,0
blemish,0,0,1,0,0
drastically,0,0,1,0,0
wreak,0,0,1,0,0
heartbreakingly,0,0,1,0,0
pitiable,0,0,1,0,0
sour,0,0,1,0,4
weaker,0,0,1,0,0
disable,0,0,1,0,0
unauthentic,0,0,1,0,0
bravado,0,0,1,0,0
rife,0,0,1,0,0
tiring,0,0,1,0,0
dropout,0,0,1,1,0
unaffordable,0,0,1,1,1
scathing,0,0,1,0,0
buzzing,0,0,1,1,0
confrontation,0,0,1,0,0
incoherently,0,0,1,1,0
rigid,0,0,1,0,0
neglected,0,0,1,0,1
mishap,0,0,1,0,0
omit,0,0,1,0,0
choke,0,0,1,1,0
warp,0,0,1,0,1
dread,0,0,1,1,0
invasive,0,0,1,0,0
paralyzed,0,0,1,0,0
revengeful,0,0,1,1,0
asinine,0,0,1,1,0
unsure,0,0,1,0,1
impractical,0,0,1,0,0
lacked,0,0,1,0,0
unimportant,0,0,1,0,0
blistering,0,0,1,0,0
lackey,0,0,1,2,0
mispronounced,0,0,1,0,0
aweful,0,0,1,0,0
fleeing,0,0,1,1,1
untouched,0,0,1,0,0
dissatisfied,0,0,1,0,0
crippling,0,0,1,1,0
demoralizing,0,0,1,0,0
affront,0,0,1,0,0
thoughtless,0,0,1,0,1
disaffected,0,0,1,0,0
emphatic,0,0,1,1,2
displace,0,0,1,0,0
mashed,0,0,1,0,0
wallow,0,0,1,0,0
strangle,0,0,1,0,0
plaything,0,0,1,0,0
disapprove,0,0,1,1,0
slack,0,0,1,0,0
extremism,0,0,1,0,0
resentment,0,0,1,0,0
inflationary,0,0,1,0,0
restriction,0,0,1,2,4
disappoint,0,0,1,2,0
depressed,0,0,1,3,0
pander,0,0,1,1,1
undid,0,0,1,1,0
graft,0,0,1,0,0
fudge,0,0,1,0,0
culpable,0,0,1,0,0
downside,0,0,1,0,0
exhaustion,0,0,1,0,0
succumb,0,0,1,0,0
catastrophically,0,0,1,0,0
reactionary,0,0,1,0,0
stuttered,0,0,1,0,0
overpriced,0,0,1,0,1
thankless,0,0,1,0,0
slower,0,0,1,0,0
viciously,0,0,1,0,1
recklessly,0,0,1,0,0
payback,0,0,1,0,0
rogue,0,0,1,0,0
steeply,0,0,1,0,0
awfully,0,0,1,0,1
spoiled,0,0,1,5,3
seriousness,0,0,1,0,0
confuses,0,0,1,0,0
unsettlingly,0,0,1,0,0
unexpectedly,0,0,1,0,1
expel,0,0,1,0,0
insufficient,0,0,1,0,0
squash,0,0,1,0,0
brutality,0,0,1,0,0
quash,0,0,1,0,0
inaudible,0,0,1,0,0
wrestle,0,0,1,1,0
overreach,0,0,1,2,0
brutish,0,0,1,0,0
vulgar,0,0,1,7,0
hum,0,0,1,0,0
rampage,0,0,1,0,0
headache,0,0,1,1,0
betrayal,0,0,1,0,1
submissive,0,0,1,0,0
insensible,0,0,1,0,0
imposing,0,0,1,1,1
temerity,0,0,1,1,0
belligerent,0,0,1,0,0
grievance,0,0,1,0,1
impede,0,0,1,0,0
feckless,0,0,1,0,2
disarray,0,0,1,1,0
rhetorical,0,0,1,1,1
casualty,0,0,1,1,0
transgression,0,0,1,0,0
infidel,0,0,1,0,0
obsessively,0,0,1,0,0
grossly,0,0,1,1,1
froze,0,0,1,2,0
grind,0,0,1,0,0
cloudy,0,0,1,0,0
raked,0,0,1,0,0
annoyed,0,0,1,4,0
contrived,0,0,1,0,0
stumped,0,0,1,0,0
dismal,0,0,1,0,0
midget,0,0,1,0,0
deficiency,0,0,1,0,0
junky,0,0,1,0,0
thicker,0,0,1,0,0
corrupts,0,0,1,0,0
perverse,0,0,1,0,0
collude,0,0,1,0,0
misunderstanding,0,0,1,0,1
starvation,0,0,1,0,0
dislocated,0,0,1,0,0
swipe,0,0,1,2,0
imaginary,0,0,1,0,0
morbidly,0,0,1,0,0
bruise,0,0,1,0,1
uneven,0,0,1,0,0
sharply,0,0,1,0,0
impetuous,0,0,1,0,0
oversize,0,0,1,0,0
fuss,0,0,1,0,1
meddle,0,0,1,0,0
vibration,0,0,1,0,0
misuse,0,0,1,0,0
ambivalence,0,0,1,0,0
imperialist,0,0,1,0,0
superstitious,0,0,1,0,0
oppress,0,0,1,0,0
plunder,0,0,1,1,0
desolate,0,0,1,0,0
marginally,0,0,1,0,0
blunt,0,0,1,1,0
decrepitude,0,0,1,0,0
adversarial,0,0,1,0,0
wickedness,0,0,1,1,0
scar,0,0,1,0,0
culprit,0,0,1,0,0
repression,0,0,1,0,0
virulent,0,0,1,0,0
plight,0,0,1,0,0
obstructing,0,0,1,0,0
strain,0,0,1,0,0
grapple,0,0,1,0,0
hubris,0,0,1,0,0
brashness,0,0,1,0,0
brash,0,0,1,0,1
nauseating,0,0,1,1,3
mindlessly,0,0,1,0,0
diatribe,0,0,1,0,1
wince,0,0,1,0,0
unrelenting,0,0,1,0,0
inevitably,0,0,1,0,2
contagious,0,0,1,1,0
inappropriately,0,0,1,0,0
touchy,0,0,1,3,0
sickness,0,0,1,0,0
harangue,0,0,1,0,0
scorn,0,0,1,0,0
grate,0,0,1,1,3
imprison,0,0,1,0,0
impersonal,0,0,1,0,0
pale,0,0,1,0,0
distasteful,0,0,1,0,1
incomplete,0,0,1,0,0
smokescreen,0,0,1,0,0
mortifying,0,0,1,0,0
bungling,0,0,1,0,0
uncomfortably,0,0,1,0,0
pinch,0,0,1,0,0
harassment,0,0,1,0,0
fallout,0,0,1,0,0
monstrous,0,0,1,0,1
ultimatum,0,0,1,0,0
harmed,0,0,1,2,0
ambiguity,0,0,1,1,0
outrageously,0,0,1,1,0
balk,0,0,1,0,0
doubtful,0,0,1,0,0
retaliatory,0,0,1,1,0
rattle,0,0,1,1,0
omission,0,0,1,0,0
vociferously,0,0,1,0,0
inactive,0,0,1,0,0
botch,0,0,1,0,0
combust,0,0,1,0,0
infection,0,0,1,1,0
contradictory,0,0,1,1,0
deficient,0,0,1,0,0
aggrieved,0,0,1,0,0
glum,0,0,1,0,0
ominous,0,0,1,0,0
panicking,0,0,1,0,0
inaccurately,0,0,1,0,0
violently,0,0,1,0,1
rubbish,0,0,1,0,1
queer,0,0,1,1,0
rabid,0,0,1,0,0
altercation,0,0,1,0,0
unfounded,0,0,1,0,0
disastrously,0,0,1,0,0
bewildered,0,0,1,0,0
shun,0,0,1,0,0
poorest,0,0,1,1,0
unhealthy,0,0,1,0,0
dishonestly,0,0,1,0,0
farcical,0,0,1,0,0
needy,0,0,1,1,0
paranoia,0,0,1,0,0
revolt,0,0,1,0,0
ghetto,0,0,1,8,0
gasp,0,0,1,0,0
adamant,0,0,1,0,0
foolishness,0,0,0,7,0
hustler,0,0,0,6,0
aborted,0,0,0,6,1
deceitful,0,0,0,5,0
shallow,0,0,0,5,1
abort,0,0,0,4,4
jealousy,0,0,0,4,0
raping,0,0,0,4,0
opportunistic,0,0,0,3,0
pretentious,0,0,0,3,0
absentee,0,0,0,3,1
helpless,0,0,0,2,0
hefty,0,0,0,2,0
cursed,0,0,0,2,0
overpaid,0,0,0,2,0
heckled,0,0,0,2,0
flirt,0,0,0,2,0
ambiguous,0,0,0,2,1
despotic,0,0,0,2,0
sinister,0,0,0,2,0
tease,0,0,0,2,0
unnoticed,0,0,0,2,1
distracting,0,0,0,2,0
darker,0,0,0,2,0
discriminate,0,0,0,2,1
debauchery,0,0,0,2,0
lowly,0,0,0,2,0
weary,0,0,0,2,0
lawbreaker,0,0,0,2,0
autocrat,0,0,0,2,0
bondage,0,0,0,2,0
apathy,0,0,0,2,1
diabolical,0,0,0,2,2
slut,0,0,0,2,0
ranted,0,0,0,2,0
showdown,0,0,0,2,0
nervousness,0,0,0,2,1
whore,0,0,0,1,0
humming,0,0,0,1,1
ghosting,0,0,0,1,0
inaction,0,0,0,1,0
obscurity,0,0,0,1,1
irredeemable,0,0,0,1,0
dud,0,0,0,1,0
disproportionate,0,0,0,1,0
kook,0,0,0,1,0
vomiting,0,0,0,1,0
indecent,0,0,0,1,0
obscene,0,0,0,1,0
rivalry,0,0,0,1,0
hysterically,0,0,0,1,0
impoverished,0,0,0,1,0
mudslinging,0,0,0,1,0
heretic,0,0,0,1,0
disrupt,0,0,0,1,1
exasperate,0,0,0,1,0
obnoxiously,0,0,0,1,0
alienated,0,0,0,1,0
obstructed,0,0,0,1,0
unwell,0,0,0,1,0
regretfully,0,0,0,1,0
unwatchable,0,0,0,1,1
traumatized,0,0,0,1,1
restrictive,0,0,0,1,0
blurred,0,0,0,1,0
cringed,0,0,0,1,0
brimstone,0,0,0,1,0
unhappiness,0,0,0,1,0
idle,0,0,0,1,0
animosity,0,0,0,1,0
misfit,0,0,0,1,0
bitterness,0,0,0,1,0
shrug,0,0,0,1,0
irritated,0,0,0,1,0
lure,0,0,0,1,1
ulterior,0,0,0,1,0
turbulent,0,0,0,1,0
faithless,0,0,0,1,0
goad,0,0,0,1,0
retreat,0,0,0,1,0
implode,0,0,0,1,0
dullard,0,0,0,1,0
subjected,0,0,0,1,1
hesitant,0,0,0,1,0
relentlessness,0,0,0,1,0
mistaken,0,0,0,1,0
pointlessly,0,0,0,1,0
dissent,0,0,0,1,0
cussed,0,0,0,1,0
heathen,0,0,0,1,0
terrorize,0,0,0,1,0
mischief,0,0,0,1,0
bumping,0,0,0,1,0
outcast,0,0,0,1,0
beggar,0,0,0,1,0
hardened,0,0,0,1,0
wily,0,0,0,1,0
untruthful,0,0,0,1,1
wrinkled,0,0,0,1,0
crumpled,0,0,0,1,0
pompous,0,0,0,1,0
taxing,0,0,0,1,1
uninsured,0,0,0,1,0
subpoena,0,0,0,1,0
retard,0,0,0,1,1
merciless,0,0,0,1,0
aggravating,0,0,0,1,0
divisiveness,0,0,0,1,1
fugitive,0,0,0,1,0
alarm,0,0,0,1,4
epidemic,0,0,0,1,1
catastrophe,0,0,0,1,0
shipwreck,0,0,0,1,0
ungrateful,0,0,0,1,0
fibber,0,0,0,1,0
picky,0,0,0,1,0
alienate,0,0,0,1,0
malicious,0,0,0,1,0
illusory,0,0,0,1,0
sobering,0,0,0,1,0
vengeful,0,0,0,1,0
gaudy,0,0,0,1,0
dim,0,0,0,1,0
sap,0,0,0,1,1
indecency,0,0,0,1,0
fateful,0,0,0,1,0
disruptive,0,0,0,1,0
inefficient,0,0,0,1,0
ineffective,0,0,0,1,3
deteriorate,0,0,0,1,0
nonexistent,0,0,0,1,0
astray,0,0,0,1,0
strangest,0,0,0,1,0
wrongful,0,0,0,1,0
unfaithful,0,0,0,1,0
infested,0,0,0,1,0
nuisance,0,0,0,1,0
deviation,0,0,0,1,0
lagging,0,0,0,1,0
monstrosity,0,0,0,1,0
erratic,0,0,0,1,0
decadent,0,0,0,1,0
moot,0,0,0,1,0
dupe,0,0,0,1,0
unreachable,0,0,0,1,0
dissapointed,0,0,0,1,0
falsify,0,0,0,1,0
stump,0,0,0,1,2
stalemate,0,0,0,1,0
seething,0,0,0,1,0
regreted,0,0,0,1,0
unwise,0,0,0,1,0
stupidly,0,0,0,1,0
lurch,0,0,0,1,0
downturn,0,0,0,1,1
profanity,0,0,0,1,5
delinquency,0,0,0,1,0
decay,0,0,0,1,0
debasement,0,0,0,1,0
cloud,0,0,0,1,0
womanizer,0,0,0,1,0
strife,0,0,0,1,0
exacerbate,0,0,0,1,1
stale,0,0,0,1,0
denigrate,0,0,0,1,1
disparaging,0,0,0,0,4
scrap,0,0,0,0,3
draconian,0,0,0,0,3
dishonor,0,0,0,0,2
subservient,0,0,0,0,2
inadequacy,0,0,0,0,2
lone,0,0,0,0,2
limp,0,0,0,0,2
posturing,0,0,0,0,2
inexperience,0,0,0,0,2
stifle,0,0,0,0,2
lethal,0,0,0,0,2
slashing,0,0,0,0,2
unproductive,0,0,0,0,1
squeal,0,0,0,0,1
creeping,0,0,0,0,1
ruthlessly,0,0,0,0,1
agony,0,0,0,0,1
falsely,0,0,0,0,1
smother,0,0,0,0,1
haywire,0,0,0,0,1
lengthy,0,0,0,0,1
suppression,0,0,0,0,1
insinuating,0,0,0,0,1
defamatory,0,0,0,0,1
emasculate,0,0,0,0,1
inhibit,0,0,0,0,1
dirtbag,0,0,0,0,1
inconsiderately,0,0,0,0,1
overwhelmed,0,0,0,0,1
jaded,0,0,0,0,1
dent,0,0,0,0,1
adversity,0,0,0,0,1
angrily,0,0,0,0,1
usurp,0,0,0,0,1
disputed,0,0,0,0,1
wretched,0,0,0,0,1
furor,0,0,0,0,1
unyielding,0,0,0,0,1
distort,0,0,0,0,1
unsecure,0,0,0,0,1
gutter,0,0,0,0,1
maniacal,0,0,0,0,1
mudslinger,0,0,0,0,1
misrepresent,0,0,0,0,1
malcontent,0,0,0,0,1
orphan,0,0,0,0,1
overweight,0,0,0,0,1
vent,0,0,0,0,1
catastrophic,0,0,0,0,1
cripple,0,0,0,0,1
woefully,0,0,0,0,1
glaringly,0,0,0,0,1
insufferably,0,0,0,0,1
douchbag,0,0,0,0,1
tense,0,0,0,0,1
spilling,0,0,0,0,1
distorted,0,0,0,0,1
disrespecting,0,0,0,0,1
inundated,0,0,0,0,1
disparage,0,0,0,0,1
repulsively,0,0,0,0,1
regressive,0,0,0,0,1
numb,0,0,0,0,1
blurry,0,0,0,0,1
unfriendly,0,0,0,0,1
uproar,0,0,0,0,1
immorality,0,0,0,0,1
inconsiderate,0,0,0,0,1
neurotic,0,0,0,0,1
indignant,0,0,0,0,1
misunderstand,0,0,0,0,1
frenzy,0,0,0,0,1
delirium,0,0,0,0,1
inexorable,0,0,0,0,1
bombastic,0,0,0,0,1
thwart,0,0,0,0,1
leakage,0,0,0,0,1
tormented,0,0,0,0,1
feebleminded,0,0,0,0,1
sunk,0,0,0,0,1
stereotype,0,0,0,0,1
deprecate,0,0,0,0,1
fib,0,0,0,0,1
rattled,0,0,0,0,1
