Comentario,Autor,URL_Video,Idioma,Fecha_Publicacion_Comentario,Polaridad,Subjetividad
leftist crowd thats why this comedy is so woke,@westy4973,https://www.youtube.com/watch?v=oawVBF9z69o,,29/10/2024 17:07,-0.05,0.6
well done miriam keep it up,@bournemouthisshit,https://www.youtube.com/watch?v=oawVBF9z69o,,29/10/2024 17:07,0.0,0.0
to follow our coverage of the trump trial please subscribe here wwwyoutubecombriantylercohen,@briantylercohen,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,01/05/2024 14:52,0.0,0.0
there way trump would have paid daniel or mcdougal if they were lying about the affair in this case the crime is his confession and of course may never have been charged with anything if had just paid them off and done nothing else but he so cheap and so entitled that had to lie about it and try to write off the hushmoney,@jontveite2508,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:42,0.4,0.7
everdwindling base i like the sound of that,@deanstebe1309,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:35,-0.2,0.7
trump could never admit to lie because his entire life is lie,@user-ht6iq6is8x,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:31,0.0,0.625
p is that the real jury are you allowed to show pic of the jury,@rgm4289,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:27,0.2,0.30000000000000004
stating for when loses it is the lawyer fault,@user-vs3bz3yy4l,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:25,-0.3,0.1
crap,@johngee4583,https://www.youtube.com/watch?v=lJ52MrEVs8Y,ro,02/05/2024 17:25,-0.8,0.8
he narcissist cant ever admit to being wrong,@jaknkee,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:22,-0.5,0.9
zero defense and still hasnt realized his direction caused his problem keep whining his wife need to run far and fast,@catdavis9328,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 17:20,0.15000000000000002,0.8
shhhh never interrupt your enemy when is making mistake napoleon bonaparte,@rathertiredofthemess2841,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:59,0.0,0.0
we need king trump to save the world now last chance the king last chance for america,@DavePilton,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:42,0.0,0.06666666666666667
we need king trump to save the world now last chance the king,@DavePilton,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:39,0.0,0.06666666666666667
weak man idea of strong man disclaimer i dont know who coined that and i dont remember the other part but it all perfectly describes him poor thing want to be gangster or realmanincharge so bad but nobody will touch him bet theyre glad right about now,@robinbryant7748,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:34,0.0773809523809524,0.6919642857142857
the label on the jigsaw puzzle box said to year donnie bragged that did it in month,@triplem9805,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:33,0.0,0.0
donald trump is seriallooser is already making excuse for losing this case is setting up his attorney to take the blame for his own mismanagement of his case i expect the attorney got sufficient retainer so they wont care if the traitor go to jail,@joeyfotofr,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:31,0.15,0.35000000000000003
blanche wont follow trump garbled instruction well enough and trump wont follow blanches advice so when trump defense fails and he convicted hell sue blanche for inadequate representation lol couldnt happen to better guy named trump,@WeevBeev,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:29,0.2,0.5
it always the dumb one tryin stuff a if they are smart,@robinbryant7748,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:22,-0.08035714285714286,0.5714285714285714
old donnie only to get one juror to get mistrial one so his ridiculous behavior only to work once here,@d.e.b.b5788,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:19,-0.05833333333333333,0.8
please lock that man up,@judyrosario5927,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 16:06,0.0,0.0
he been making epic miscalculation his entire life it his entire business model it his brand,@CarolPPerez-ry2zs,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:51,0.03333333333333333,0.5499999999999999
id put money on this being tactical move in order for him to fire the legal team in order to delay,@peterlarsen7779,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:47,0.2,0.2
thats why trump s wife is backing him in court shes embarrassed knowing that wa seeing other woman if you were his wife would you show up to court knowing this and having to face these woman,@kathytoler9152,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:27,-0.125,0.375
if you looked inside trump mind you would come away with weird craving for treon and big mac,@OdinisGod,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:20,-0.25,0.55
i am quite sure that after the court build the case of those relationsihips with evidence melanie will file for divorce and after that shes gon na hit and drive hard the nail to t coffin ever seen betrayed woman lose their sht with regard i wa young and stupid and made some mistake p and that sht show will be the last and one of the most watched tv show of t franchise ever,@mfb424,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:17,0.0013888888888889024,0.5662037037037037
so you are telling that the stable genius doesnt know how to win court case,@davidhelsem8794,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 15:07,0.8,0.4
the fbi could do it in jiffy easy,@yvessepulchre5384,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:56,0.43333333333333335,0.8333333333333334
hate to be debbie downer but trump is going to fire his lawyer and there gon na be delay,@RobotechLegos,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:55,-0.8,0.9
at least someone will screw him,@pappypoe,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:48,-0.3,0.4
brian i think it wa very poor choice to put picture of jury in the thumbnail next to picture of him in this court you know his supporter will think those are his actual juror you could be placing the people in that picture in danger,@IMJwhoRU,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:46,-0.17333333333333334,0.29333333333333333
i think part of his calculation is that if admits to having multiple affair that it will cost him some of his voting base i believe that trump is more focused on the election then anything else and he missing the forest for the tree,@jasonreiyn9311,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:30,-0.125,0.3875
karen mcdougle wa in love with donald trump tell more about karen mcdougle than it doe about trump trump is really shitty man i knew that since blamed the black teen in nyc for an attack on woman that they didnt commit even wa so racist that took out half page on the newspaper after they were exonerated loving donald trump is not something to admire or even consider something decent person would do,@1elbowfeldspar,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:26,0.20416666666666666,0.4395833333333333
trump slowly disappearing fart in the windhis entire aura scream stench of fascism,@DonKiehn-kp9bh,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:20,-0.15000000000000002,0.5125
trump is taking page or two right out of joseph goebbels propaganda handbook,@georgeargon5113,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:14,0.09285714285714285,0.31785714285714284
how likely is it that trump will get to appeal this trial on the ground that had incompetent counsel might this be his plan,@Segwyne,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 14:04,-0.175,0.6833333333333333
vote for democracy folk,@1ceic,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:57,0.0,0.0
im beginning to wonder if his nap are ruse to get the jury to focus on him instead of what the witness are saying wouldnt put it past him,@danblanchard6739,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:55,-0.25,0.25
a fox news know all too well since they built successful thus far business model entirely upon it moron dont ever actually realize that they are moron,@marksullivan4971,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:55,-0.12500000000000003,0.7791666666666668
crime once exposed refuge but in audacity cornelius tacitus,@MarkConnely,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:44,0.0,0.0
trump is the guy who insisted that spicer insist had the largest crowd at his inauguration the man belief everyone is stupid,@charlesbrewer6552,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:43,-0.7999999999999999,1.0
this is very true lawyer are the expert and you need to be able to rely on their expertise he probably so used to his lawyer going scorched earth that that is all know,@gb3346,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:43,0.4775,0.7350000000000001
making an out of court settlement is not true upholding of the law,@Tinman1380,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:33,-0.175,0.65
out of court settlement defies law and order thats what i thought michael jackson and prince andrew uk monarchy,@Tinman1380,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:29,0.0,0.0
the jury could decide and new law legislation should be put in place for law to all,@Tinman1380,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:26,0.13636363636363635,0.45454545454545453
out of court settlement is allowed in law suite micheal jackson prince andrew uk so what what is the difference,@Tinman1380,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:24,0.0,0.0
human commit infidelity is common the proof of payoff is required,@Tinman1380,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:22,-0.15,0.3
chump is strategic one trick pony psychologically incapable of anything but doublingdown i won that election i dont know those woman predictably unflinching down to being the last one in the room to believe his own b,@grilablitznet3574,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 13:03,0.04888888888888887,0.3911111111111111
for all the lawyer in the trumpy camp i lived in many country where the big guy wa the law and everyone else wasnot universally in these country lawyer were among the lowest paid of clerical worker useless for anything other than filling in form,@MCJSA,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:57,-0.025,0.23500000000000001
lock him up please,@user-xq9zr3pj8o,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:57,0.0,0.0
praying the truth come out with much needed guilty verdict,@dreamweaver4u2,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:47,-0.15,0.6
think may be elected,@tesmith47,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:38,0.0,0.0
the only one that are miscalculation are you leftest loon,@VICTOR-jg4vv,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:37,0.0,1.0
want to go to jail so can call it injustice and make people feel sorry him playing the victim,@tonycary7805,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:34,-0.225,0.35000000000000003
his parent made an epic miscalculation not aborting him,@idyeditbymyself,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:33,0.1,0.4
maga trump fjb,@karlburke276,https://www.youtube.com/watch?v=lJ52MrEVs8Y,id,02/05/2024 12:28,0.0,0.0
donald trump calculation hahahahhaha,@user-pc7hj7lq9p,https://www.youtube.com/watch?v=lJ52MrEVs8Y,id,02/05/2024 12:21,0.0,0.0
cant imagine that stormy and macdougal didnt smell his stench if they were lying they would say they didnt have sex with him who want to admit that sht,@debrabright2698,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:21,0.0,0.0
testament to the never give up and never think it through spirit of the maga republican party,@briancorvello3620,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:19,0.0,0.0
trump is besotted with his memory of roy cohn and taking the outrageous offensive manchild who always pushed the envelope there wa juvenile daring to cohn style that always appealled to trump,@tomformanek3312,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:17,-0.625,0.625
his cult member would never leave him and make fool of themselves about the fact,@joekucii4646,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:04,0.0,0.0
if trump admits to having sex with those two woman that open the pandora box for divorce from melania and of course trump would break his nda and lose lot more money,@user-xf4oo3bw7r,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:04,0.25,0.5
once again im going to point out that donald trump is psychopath and is behaving exactly the way you would expect psychopath to behave,@jeffs7879,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:01,0.25,0.25
you must remember donald trump is staunch disciple of roy cohn and his legal tactic and strategy are to deny deceive delay and deflect and these are the tactic trump want all his legal representation and maga supporter to use whenever fact are brought to light and you can see it being done by all of them all of the time,@ccine515,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 12:01,0.26666666666666666,0.3666666666666667
look if t loos the election will use this courtcase a evidence to his crowd that the election is rigged that is how is,@D3Sshooter,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:58,0.0,0.0
trump mo is simply to lie keep lying accuse everyone one else of lying and it worked for him so far outside court,@danielcooke9668,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:56,0.03333333333333333,0.4690476190476191
you can fool all of the people some of the time and some of the people all of the time but you cant fool all of the people all of the time even fox viewer must be starting to feel like their intelligence is being insulted by the pure muddleheaded hypocrisy being spouted in their protrump commentary trump victimhood his aggression his lack of respect for woman and protocol his temper lack of interest in anybody but himself is simply monotonous people are waking up to what lousy client is,@virginiaviola5097,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:52,-0.07142857142857142,0.36428571428571427
yay brian for asking about the disgusting that is inherent in chtump,@janetomes,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:50,-1.0,1.0
a mitt romney said a if donald trump would pay stormy daniel k not to have sex with him,@karenpayne-du1oc,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:47,0.0,0.0
if your bullshit headline were real trump would be tanked trump make epic miscalculation with jury at ny trial but it the same old shit and you intentionally exhaust u you just want to keep your timberlakeknockoff gig you intentionally exhaust u nd our hope so we come to you please change from corruption of our attention,@focalshop,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:45,0.04,0.36500000000000005
im not watching the legal breakdown if if your irresposible c l i c k b i t headline s werent lie trump would be in jail time over your clickbait are lie why wont you stick to honesty you shit in your kitchen you shit in our kitchen fancy pant celebrity wannabe,@focalshop,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:42,-0.07500000000000001,0.45
for everything to be consummated for to feel le alone i had only to wish that there be large crowd of spectator the day of my execution and that they greet with cry of hate the stranger albert camus,@marcherm,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:39,-0.19523809523809524,0.7761904761904762
real criminal never tell the truth,@alessandroemanuel1585,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:35,-0.6000000000000001,0.8250000000000001
i could so see melania ending trump life if cheated on her he not scared of her because she might leave he scared of going to bed and not waking up,@ChrisBGramz4u,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:33,0.0,0.0
it clear trump is playing to voter not the jury,@walkish,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:28,0.10000000000000002,0.3833333333333333
why did pay them then,@user-bk5vz3tf3h,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:27,0.0,0.0
let him defend himself so smart so say lmfao,@user-bk5vz3tf3h,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:26,0.21428571428571427,0.6428571428571429
is that zoe sharp killer instinct behind you or one of the many other book by that title did you like it i choose many of my next read from the bookshelf of people i respect,@mclevy8687,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:25,0.05833333333333333,0.4708333333333334
i mean couldve just represented himself,@supreme_jeff08z66,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:21,-0.3125,0.6875
how about some daily coverage of the ongoing genocide in palestine,@smartboyalex,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:19,0.0,0.0
donny vanwinkle always referring to the legal scholar are all in his head need new competency test a well a physical fitness test stop the madness,@bossmare1480,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:17,0.11212121212121212,0.26580086580086576
trump wont admit guilt for anything blame his woe on everyone else,@jmaniak1,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:08,0.0,0.0
trump watched too many court hearing on tv,@josephtortona824,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:06,0.5,0.5
even if any of the juror were sympathetic to trump before the trial they wont be after watching this petulant manchild for week they will see he nothing like the public myth try to perpetuate the vast majority of the country already doe,@calvinbright3054,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 11:03,0.16666666666666666,0.6888888888888888
i wonder how long the jury will take to reach verdict in this trial probably not long,@cennsa140driver,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:53,-0.0125,0.4
it not trump who is on trial here the longer this charade continues the more the real guilty one stand out keeping trump in court isnt going to keep him from once again taking back his presidency,@user-id7oz3ct8b,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:52,-0.08333333333333333,0.5
why not dt is smelling like rose isnt be held accountable for anything probably know that someone on the jury is compromised the only justice may face is contempt of court by judge merchan and chutkan we now know justice fear and favor beginning with scotus,@AndeThompson-ex6sv,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:47,0.3,0.975
trump calling the legal shot in his trial is very good newsfor his conviction,@cennsa140driver,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:43,0.5549999999999999,0.4900000000000001
i think his lawyer wanted to stick purely to the financial crime now he claiming never had any affair at all one is going to believe that the jury in jean carroll two case sure a hell didnt therefore their logical conclusion is he lying about the affair therefore he lying about everything he a shty lawyer a is business man,@calvinbright3054,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:43,0.24107142857142858,0.4097222222222222
i have been attacked regularly by member of his base here on youtube and they keep saying that the court case is fake,@k.a.4522,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:38,-0.43333333333333335,0.6923076923076922
i feel that all this is wrong is great person love america just how is it crime what they claiming then if so then time to investigate all politician,@scheirerjeanie1,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:34,0.26666666666666666,0.75
poor trumpty dumbpty so is now gon na have to pay himself hush money,@9fj1,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:24,-0.4,0.6
just cant stop being bully,@EM-qc5sl,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:24,0.0,0.0
i really hope this isnt photo of the real juror a we all know trump vile base,@NormanLor,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 10:20,-0.13333333333333333,0.5
narcissist never admit their guilt,@jancollins6602,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:55,0.0,0.0
overwhelmingly without doubt donald you know that,@johnnyleegoodman1221,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:51,0.5,1.0
why are the communist so terrified of donald trump,@zacherylamb8811,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:44,0.0,0.0
i think the reason trump is sleeping all day is because it is exhausting maintaining web of lie,@JimmiAlli,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:41,-0.4,0.5
and what will you all say when win when you all start pointing finger look into mirror because you all had the chance to vote for robert kennedy jr election have consequence,@joannflores4126,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:41,0.8,0.4
what if trump is doing because of his prenuptial agreement change or addition year ago,@resetXform,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:26,0.0,0.0
what about the rest of the corupt politician when are they going to jail for year of coruption,@John-pr1hy,https://www.youtube.com/watch?v=lJ52MrEVs8Y,en,02/05/2024 09:25,-0.1,0.0
for someone who called people snowflake sure is little cry baby,@perrygonzalez1098,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 17:45,0.15625,0.6944444444444444
go joe,@Tigerguyfan,https://www.youtube.com/watch?v=VqaH513ehYY,sl,02/05/2024 17:43,0.0,0.0
im certain bernie sander would give donnie his mitt,@paulparker4240,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 17:12,0.21428571428571427,0.5714285714285714
how long until will sharp work for desantis,@justincastillogayray,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 16:55,-0.0875,0.575
kimmel the best writer lol,@jeffelzey,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 16:46,0.9,0.5
he too livid to stay awake will stay awake at barrons graduation,@Duncaniowa17,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 16:33,0.0,0.0
trump should have thought about whether or not could attend barrons graduation before cheated on barrons mom,@androcus1,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 15:42,0.0,0.0
borrow few extra shirt from your mate bannon,@user-hx3me9et2r,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 15:34,-0.1,0.1
trump need some cheese to go with that whine,@Arlene-me8jo,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 15:02,0.0,0.0
i love jimmy and watch his show everyday,@Arlene-me8jo,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 15:00,0.15,0.6
time time time fbdo,@snibdogg5057,https://www.youtube.com/watch?v=VqaH513ehYY,sq,02/05/2024 14:31,0.0,0.0
where is melania donald,@magnusmadkrantz147,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 14:29,0.0,0.0
francis buxton is really upset about the bite of salad,@BeforeAndAfterScience,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 14:19,0.2,0.2
trump really screwed america and damaged your name world wide you need to take your government back from the rich buying politician and stop electing celebrity,@aussiedave1248,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 13:15,0.11875,0.3375
exus president trump is not the actor patrick swayze,@misterleo3554,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 13:03,0.0,0.0
more trmmp insanity,@misterleo3554,https://www.youtube.com/watch?v=VqaH513ehYY,fr,02/05/2024 13:01,0.5,0.5
should be on the cover of mad magazine,@bidness,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 12:57,-0.625,1.0
the mitten though im dead,@patriciafuentes7988,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 12:57,-0.2,0.4
if grandad donny is cold can put on sweater like the rest of america but the rest of the universe must conform to whatever bos trump want for example everyone and their cat know that any event trump attends becomes centered on him if i wa barron id want my graduation to highlight my achievement not my dad felonious act during his political death spiral,@shirleyrogers3145,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 12:13,-0.3,0.55
well we havent seen trump fall off bike yet we havent seen trump trip several time is going up the stair to air force one falling several time and we sure a hell havent seen trump forget how to get off the stage but court is so boring for trump prof to everyone in america he not one bit worried can take nap thats how boring the case is against him but i think it funny biden is in full swing campaigning for his reelection and his number keep falling but trump sits in court room and his number continuously rise i think american know damn well who they want for president and then november we the american people will fire joe biden the crooked news medium the walk talk show host youre done you can put all the money you have and spreading your garbage but america had enough the only one that look like fool is you folk,@greattools2057,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 11:51,-0.075,0.5032407407407408
you got ta dress for the cold remember bernie sander at bidens inauguration inn,@bwmcgrath9986,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 11:35,-0.6,1.0
biden obama killary pelosi johnson and more need to be on trial for treason,@btanirose581,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 10:53,0.5,0.5
h will deport million americansthen what oh yea our economy collapse,@mattruffino6720,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 10:38,0.0,0.0
lmao those tiny hand,@Goldilocks1949,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 10:28,0.3,0.75
i dont understand how the justice system is political,@robsmith27,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 10:16,0.0,0.1
love your work jimmy keep up the good work exposing trump criminality a an australian we can not believe is even candidate in your next election,@stevejames5064,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 09:56,0.3,0.30000000000000004
i love jimmy his show is such great contrast to the madness and misery that governs most of the news these day,@lynettestrachan8000,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 08:53,0.45,0.5875
love jimmy so spot on,@cherclary7835,https://www.youtube.com/watch?v=VqaH513ehYY,sl,02/05/2024 08:45,0.5,0.6
whats even more insanely hilarious is thinking of all those people fighting to help drug addict becoming president,@perfectworldofentanglement152,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 08:41,0.48333333333333334,0.7833333333333333
be civilized this is presidential election,@budbuddybuddest,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 08:18,0.4,0.9
freedom of speech keep trump from exercising his free speech but allow student all over the country to support terrorist with their speech,@lynnwilliams125,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 08:09,0.4,0.8
please murica you cant let this guy win the world cant take year of him again,@ingridakerblom7577,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 08:00,0.8,0.4
make america get over trump,@neilduty8448,https://www.youtube.com/watch?v=VqaH513ehYY,da,02/05/2024 07:50,0.0,0.0
what oh poor little trumpz his small hand are freezing so is his small heart,@dezimiller8144,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 07:44,-0.271875,0.475
the toot fairy,@susancarroll3431,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:45,0.0,0.0
why in the hell would time magazine put donald trump on the cover and give him another platform but then again they did put people like oj simpson on the cover,@markdcmountp,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:40,0.0,0.0
this is the toughest day work trump ever had,@ianclarke3627,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:38,0.0,0.0
do we know if trump even went to all his other childrens at least the one we know about graduation i bet not,@markdcmountp,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:36,-0.2125,0.3875
jimmy comment on new bill to ensure employee have work life balance jimmy it been in effect in country in europe and work very well just imagine something that support the employee,@skylizard666,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:31,0.16818181818181818,0.37727272727272726
man this just took off my spiritual path,@evelynlo458,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:26,0.0,0.13333333333333333
wear merino wool bring blanket,@chicanica64,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:21,0.0,0.0
im sure wa always going to go to baron graduation it not like it erics graduation lol,@aaronalbert4160,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 06:04,0.65,0.7944444444444444
maybe barron will be allowed to attend his dad incarceration party,@sarahsnowe,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:54,0.0,0.0
little nicky wa cold too just saying,@that_jason_black,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:46,-0.39375,0.75
taylor swift is overrated,@drkprnc87,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:41,0.0,0.0
let see if donny actually attends baron graduation or if just stop by on his way to the golf course,@faye2592,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:41,0.0,0.1
sound like salad gate,@toniwosgien3384,https://www.youtube.com/watch?v=VqaH513ehYY,sv,02/05/2024 05:40,0.4,0.4
anybody who is in court can claim they need the time out to go to graduation,@brendajollymore4229,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:14,0.0,0.0
hey trump put t shirt and long john on,@brendajollymore4229,https://www.youtube.com/watch?v=VqaH513ehYY,en,02/05/2024 05:12,-0.05,0.4
