Comentario,Autor,URL_Video,Idioma,Fecha_Publicacion_Comentario
nazitrump,@michaelrayner-g2g,https://www.youtube.com/watch?v=EIm2_GwPqmc,,17/09/2024 01:20
the weirdest thing about trump is watching him applaud and clap his tiny hand a enters rally maybe clap his hand because nobody in the crowd is applauding him an audience of one how sad strange and weird this orange hairball is,@Robmirich1,https://www.youtube.com/watch?v=EIm2_GwPqmc,,16/09/2024 17:38
jd vance common sense bad judgment zero empathy antiintegrity,@braintrustbabe,https://www.youtube.com/watch?v=EIm2_GwPqmc,,16/09/2024 16:55
sorry cnn jd vance destroyed dana and your entire network in interview jd vance will be your next vp and youre welcome trumpvance,@stephanieballesteros620,https://www.youtube.com/watch?v=EIm2_GwPqmc,,16/09/2024 12:46
moral flexibility,@NadjaKREUZ,https://www.youtube.com/watch?v=EIm2_GwPqmc,,16/09/2024 11:20
classical bait and switch title is about jd vance video is about trump,@dunkanmacready4766,https://www.youtube.com/watch?v=EIm2_GwPqmc,,15/09/2024 00:48
i dont think wa shot or his ear would be gone wa splashed by victim blood,@kathleendeville1552,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/09/2024 14:08
amanpours effort to suggest trump is changed expired the moment it aired,@allingerdoug,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/09/2024 04:56
wow this guy doesnt like trump because of lot of thing in the past sound like need to be unburdened by what been,@jacobstephens6073,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/09/2024 21:47
vance give hillbilly bad name,@DennisHough,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/09/2024 19:58
assignation attempt my arse it wa staged and numerous fact point to it most of all him not harping about it or medical record released,@johnfigueroa4551,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/09/2024 20:32
dnc propaganda via cnn,@GullerudGallery,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/09/2024 04:52
vance get real dude shave that mess off your face clean up and get professional thats terrible image to influence people with,@jblangley9740,https://www.youtube.com/watch?v=EIm2_GwPqmc,,05/09/2024 23:02
little too much wig,@rjerdmann,https://www.youtube.com/watch?v=EIm2_GwPqmc,,03/09/2024 18:33
is she reallyvthat stupid to say trump is ready to change stupid a shit question,@duhbearz,https://www.youtube.com/watch?v=EIm2_GwPqmc,,03/09/2024 03:29
it unity to keep my as out of jail shame mr man,@monicabrown1940,https://www.youtube.com/watch?v=EIm2_GwPqmc,,01/09/2024 20:08
pple rmbr all the phenomenal achievement under trump for yr achieved in whst past president cldnt do in decade think econdeflatnphenomenal high black lat emplymtetc whr is ur objectivity,@sridevidevi-v2v,https://www.youtube.com/watch?v=EIm2_GwPqmc,,01/09/2024 13:56
why trump assassination plot not been investigated properly shame on the democrat,@aninda2457,https://www.youtube.com/watch?v=EIm2_GwPqmc,,01/09/2024 06:57
clearly morally flexible a evidenced by his very vocal never trumper to his now backbending aboutface defense and parroting of the donald j trump once likened to adolf hitler,@triciasutton3905,https://www.youtube.com/watch?v=EIm2_GwPqmc,,30/08/2024 20:13
do not listen to others just go to read jds book you will find is genuine person and true patriot in his blood,@rachelone4435,https://www.youtube.com/watch?v=EIm2_GwPqmc,,29/08/2024 23:41
all justified word from donald trump,@TJ-qb1ei,https://www.youtube.com/watch?v=EIm2_GwPqmc,,28/08/2024 22:13
what happened to title where wa vance and his ex bos,@plips71755,https://www.youtube.com/watch?v=EIm2_GwPqmc,,27/08/2024 10:29
vance is weird and give off creepy handmaid tale vibe he so obsessed with people family it disgusting dude need to figure out his own ht and what really belief in with out flip flopping before try to force his belief on american vance is the reason people walk their kid to the bus stop every time i see him i get rapey creep vibe,@RedSkyRoach,https://www.youtube.com/watch?v=EIm2_GwPqmc,,26/08/2024 21:02
great interview and perspective,@beckyuzemeck5943,https://www.youtube.com/watch?v=EIm2_GwPqmc,,25/08/2024 17:44
j d vance is creeper and will never live that down nowtime to open chuck cheese or someting,@michaelWells-ef9bx,https://www.youtube.com/watch?v=EIm2_GwPqmc,,24/08/2024 21:30
butler pennsylvania wa divine intervention by the hand of god how else do you explain that teenager being able to get up on that roof like that,@michaelWells-ef9bx,https://www.youtube.com/watch?v=EIm2_GwPqmc,,24/08/2024 21:26
just think of the thing that dump said would befall america if joe biden wa ever elected did anything ever come to fruition of course not and is saying the exact same thing again his follower must be stupider than is and thats pretty dam stupid,@michaelWells-ef9bx,https://www.youtube.com/watch?v=EIm2_GwPqmc,,24/08/2024 21:24
unity for dt is differentits loyalty to hollow soiled diaper toddler,@charlesmauritz,https://www.youtube.com/watch?v=EIm2_GwPqmc,,24/08/2024 02:47
interesting someone life in canada question the loyalty of others towards u,@peter0702,https://www.youtube.com/watch?v=EIm2_GwPqmc,,23/08/2024 18:47
morally flexible just what you want in politician,@SeanSheep-sy3tm,https://www.youtube.com/watch?v=EIm2_GwPqmc,,23/08/2024 08:39
vance is weird,@HelenBarlas-ql3ou,https://www.youtube.com/watch?v=EIm2_GwPqmc,,22/08/2024 04:05
thankyou for putting vances name in your title so that i can post i love trump,@cherylsmith4102,https://www.youtube.com/watch?v=EIm2_GwPqmc,,21/08/2024 17:51
sic man here definite democrat,@mary-yb7wp,https://www.youtube.com/watch?v=EIm2_GwPqmc,,20/08/2024 18:23
you accuse him of unproven crap you are evil rude propagandistsits such shame you sre so jealous of him you are sic and i disrespect u try to do something different in your life where you can win,@mary-yb7wp,https://www.youtube.com/watch?v=EIm2_GwPqmc,,20/08/2024 18:21
yes trump and his republican should be disqualified,@lynneblais4760,https://www.youtube.com/watch?v=EIm2_GwPqmc,,19/08/2024 10:19
cnns objectivity in full display lol,@patriced8643,https://www.youtube.com/watch?v=EIm2_GwPqmc,,17/08/2024 16:59
liberal propaganda machine,@SejoPas,https://www.youtube.com/watch?v=EIm2_GwPqmc,,17/08/2024 05:09
watch his behavior pay lip homage to change,@BrendaWatson-d5j,https://www.youtube.com/watch?v=EIm2_GwPqmc,,16/08/2024 16:01
yes thank you david frum we should never forget the horrible thing trump done penny is living proof i want to respect the republican partywe need two party system i hope republican come together and help get trump outi agree january should never be forgotten,@faithclifford5893,https://www.youtube.com/watch?v=EIm2_GwPqmc,,15/08/2024 14:14
the communist nitwit network better known a the wahwah follower channel,@TheCRSFAN,https://www.youtube.com/watch?v=EIm2_GwPqmc,,15/08/2024 13:57
well that aged like milk left out didnt it,@stevensteve8196,https://www.youtube.com/watch?v=EIm2_GwPqmc,,15/08/2024 13:29
when someone is described to a being extremely morally flexible and more ambitious than most politician that person strike a someone to be very very scared about regardless of country religion or religion culture or political party,@eddavanleemputten9232,https://www.youtube.com/watch?v=EIm2_GwPqmc,,15/08/2024 10:12
you knew i wa snake before you let inas well a an insurrectionist raypest scammer fraudster debaucherer liar cheat narcissist etc,@nitram7321,https://www.youtube.com/watch?v=EIm2_GwPqmc,,14/08/2024 19:59
ananpore is such fraud journalist cnn should be ashamed that she is ready to sell her sole,@ruthjilani4760,https://www.youtube.com/watch?v=EIm2_GwPqmc,,14/08/2024 06:09
thói vô đạo đức của trump đã được nuôi dưỡng hơn ông ta không còn khả năng thay đổi nữa,@saigonvietnam3664,https://www.youtube.com/watch?v=EIm2_GwPqmc,,14/08/2024 05:59
trumpers are idiot all of them if they werent they wouldnt be trumpers,@melvincruz2020,https://www.youtube.com/watch?v=EIm2_GwPqmc,,14/08/2024 02:11
changed sure he even worse absolutely insane,@JenShea,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 22:38
vances bos is scumbag,@larrynahmias1649,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 21:24
jd got paid million now doesnt want everyone to talk about his wife,@stephaniebrownlee4825,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 18:11
yes need to go to jail,@stephaniebrownlee4825,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 18:07
devil advocate is failure in that it doesnt work you give the person like vance pas to continue acting in despicable manner we dont need to carry the weight of explaining vances argument,@Kimberly-qg3ks,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 15:34
we all remember democrat tried to kill him,@vusikhawula5686,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 03:57
so sociopath then,@georgelayton6641,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 00:47
so the short version is boot licker,@RickWayne-mn5mu,https://www.youtube.com/watch?v=EIm2_GwPqmc,,13/08/2024 00:22
is it this the american democracy let the donald one of the biggest felon and hatefull man be free talk freely and run to be president second time america deserves better say kamal isnt she true,@christiandachy5980,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 20:21
an old racist rude crude with redeeming quality what is america thinking,@jwong60,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 19:25
trump is revealing who is what is frightening is how many people are ok with his belief word and action our country not progressed a far a many of u had thought at least of the public is backward in their close minded controlling testosterone poisoned thinkingwow harris and walz appear very much to be the current antidote,@angtxsun4460,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 11:36
viral hedgehog,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:49
kamala chooses dynamic vp because she is secure person she is secure in her selfworth,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:43
donald trump is narcissist his vp to be inferior noone can outshine leader,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:40
donald trump enneatype,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:38
jd vance enneatype,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:38
watch the dead zone stephen king david cronenberg martin sheen christopher walken,@PeterBaggot,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 06:37
disgusting,@tanyacrawford,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 01:47
jd irrelevance it in the name folk,@fungoorstitch,https://www.youtube.com/watch?v=EIm2_GwPqmc,,12/08/2024 00:10
inch thats alli asked said stormy daniel,@exeuropean,https://www.youtube.com/watch?v=EIm2_GwPqmc,,11/08/2024 17:39
voting all the way to get rid of this maga clown show forever,@lionneveroaw3594,https://www.youtube.com/watch?v=EIm2_GwPqmc,,11/08/2024 16:43
it turned out wa so right trump will not change even after the inside job assasination attempt,@PRIELATV,https://www.youtube.com/watch?v=EIm2_GwPqmc,,11/08/2024 14:06
considering that incident is now part of history it didnt take long for the true djt to rear his head also remember it took trump le than week to not revert to what told you wa which wa that he changed man trump is now what always been if you gave trump the benefit of the doubt you just bought side view in the middle of the gobi desert the magagop trump phenomenon is an attack on american democracy,@michaelhudgins8895,https://www.youtube.com/watch?v=EIm2_GwPqmc,,10/08/2024 22:43
trump made inappropriate sexual comment about his own daughter gross vote blue,@SuzanneWilliams-v1b,https://www.youtube.com/watch?v=EIm2_GwPqmc,,10/08/2024 21:36
trump also criticises people for being very rude with sense of irony even though his whole game is abusing anyone who disagrees with him it not surprising that doesnt mind violence which is directed towards others but flip when it directed towards him,@duncanwallace7760,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/08/2024 16:50
he not good for america,@msmartinezus,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/08/2024 12:39
tds will stay with you guy forever,@emmalee866,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/08/2024 10:07
kotex trump,@bhagmeister,https://www.youtube.com/watch?v=EIm2_GwPqmc,,09/08/2024 00:22
i am in agreement jan huge impact on how we view this year election,@lillianvelez76,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/08/2024 22:43
belongs in jail thats what need to,@dwightparkman5475,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/08/2024 09:28
why dont we ask what walz former army unit think of him now coward slick sleeve sgm,@MrR1D3R,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/08/2024 07:02
again if you vote for trump you are not for america vote blue thank you david frum,@Pabawilso,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/08/2024 01:57
christ this conversation is stupid people like trump dont change really cnn,@madisonashton1750,https://www.youtube.com/watch?v=EIm2_GwPqmc,,08/08/2024 01:10
breaking news furniture giant ashley furniture banned vance from entering any of their nationwide showroom especially during the big couch sale on memorial day and president day,@kyleanderson2949,https://www.youtube.com/watch?v=EIm2_GwPqmc,,07/08/2024 04:23
poor thing,@carolannjohnson7459,https://www.youtube.com/watch?v=rRhbT55mEek,,14/09/2024 21:05
why give him so much attention want to start crap with everyone,@mariesrodriguez8680,https://www.youtube.com/watch?v=rRhbT55mEek,,27/07/2024 14:49
people are watching you like hawk but why youre not the president of the united state i dont see why you needed protection im not voting for you you want to stop social security and youre not even the president,@lisarodarte6001,https://www.youtube.com/watch?v=rRhbT55mEek,,16/07/2024 06:16
hate mexican yall just forgot that,@papermr.magolorguy7957,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 20:47
oh can go live in springfield and be fine i heard it really safe area,@ctwatcher,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 20:10
prison diary steve bannon collect call to jd vancepatch in peter navarro rd party call paul manafort conference call january th slump trump all call blocked having lunch diet coke cheeseburger fry,@PassdeDutchie,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:52
magatrumpvance,@CedricBurns-ue9nc,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:50
ok,@Ðogecoin,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:44
oh great sycophant vp for narcisisst president hold on folk,@PassdeDutchie,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:42
vp,@houseoflamarr3674,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:36
god bless america and may we all praise and worship the one true god jesus alone,@trustinJesus_only-_,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:34
security known a the proud white boy are on their way,@thetrevor4life,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:31
i love this hire just because i know that at the very least this wasnt dei hire president bidens gravest deihire of the current director of the secret service kim cheatle cheated president trump out of having dependable security and she is cheating all of america with her ridiculous goal to make the entire secret service department female by anyway i dont know much about mr jd vance yet but at least president trump did not cheat himself and america by perpetuating bidens deihiring agenda,@rollandcurtisLAallDay,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:31
madness,@WRAWLINGSON,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:30
laughable lol trump is convicted criminal and vance executive government experience also trump surround himself with white male people of color female,@CRSAdvocate911,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:24
trump had the worse rhetoric in the history of american government is dt witch seems his supporter are under some kinda spell and never notice his dangerous ail,@profit-anneisherlock7112,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:22
i pledge my vote for president vance,@jwdundon,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:19
vp vp vp,@ManOhhMan1,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:16
gg,@alexitanguay,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:14
congratulation to the vp,@KingEsayasThe_3rd,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:12
congratulation,@Sievert-xu5bj,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 19:08
vance is monotone desantis clone tulsi for vp,@stumbling,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 18:14
he hatemonger,@rbwirth12,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 17:05
i hope this is not the vp wa the favorite all along and nothing stand out about him sound like nfl head coach i would have prefered someone who would appeal to the younger minority i think this guy is a vanilla a they come only quality is is young i dont think appeal to people on the fence about trump,@kingzhibrhanfabrizio1759,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 16:19
if doesnt want to go to prison should turn down doing anything with trump,@anigilohiigalii4606,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 16:10
his rhetoric and own policy caused this accountability ever with these type of people always blame others instead of trying to help lessen public health issue,@Matt-df3li,https://www.youtube.com/watch?v=rRhbT55mEek,,15/07/2024 12:36
justice social cest seul slogan seul but seul rêve américain nouvelle lamérique merci prendre note pour appliquer justice sociale trump peut faire pa contraire merci,@horizon1460,https://www.youtube.com/watch?v=9tMXht7XKqM,,18/07/2024 11:08
il lui faut toit sur tête comme donald cest ça recette du succès,@atnefouss5572,https://www.youtube.com/watch?v=9tMXht7XKqM,,17/07/2024 11:18
américains ont mélania comme première dame canon slave et nous ont trogneugneu et choupinet chercher lerreur,@pamalo100,https://www.youtube.com/watch?v=9tMXht7XKqM,,17/07/2024 04:42
encore opportuniste qui bien retourné sa veste comme rubio,@wongsifu460,https://www.youtube.com/watch?v=9tMXht7XKqM,,16/07/2024 23:35
ça fait penser à paul qui persécutait chrétiens avant jésus révèle à lui,@masterxofficiel,https://www.youtube.com/watch?v=9tMXht7XKqM,,16/07/2024 17:59
jd vance est chaud partisan du bitcoin,@pancakegaming4485,https://www.youtube.com/watch?v=9tMXht7XKqM,,16/07/2024 17:35
jd vance just another wealthy unqualified political author with phony story about his life also an exaggerated netflix video to fool the gullible monkey just more of the same barnum and baily trump show with another fake charity creator to fund his political aspiration,@arealamericanpatriot1227,https://www.youtube.com/watch?v=9tMXht7XKqM,,16/07/2024 17:07
college educated baby boomer could afford to own home a soon a they entered the workforce,@iamjustsaying4787,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,27/07/2024 23:48
trump will throw the fake hillbilly under the bus for upstaging him watch for jd to change his legal name for the umpteenth time,@arieschick1,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,27/07/2024 20:42
gop leader sure do love the uneducated they have convinced them they give shts about them,@Michelle-bn1fu,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,25/07/2024 17:26
such fraud doesnt even know himself,@Michelle-bn1fu,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,25/07/2024 17:22
i totally agree with jd that trump is america hitler,@Michelle-bn1fu,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,25/07/2024 17:02
i love how vance kept his speech so raw and real not fake hiding skeleton of his pas real man of honor devotion and grace not ashamed of mother pas not resentful understands his mother addiction nor hide what is really going on in this country,@dawnmorell7309,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,25/07/2024 04:53
fdic work for jp morgan chase,@georgesnehme-r7f,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,23/07/2024 19:42
you want to do somthing right have jp morgan pay back first republic bank investor back who were stole by fdic and jp morgan,@georgesnehme-r7f,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,23/07/2024 19:41
vote for kamala harris for president,@JoshuaSmoak5005,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,23/07/2024 14:05
vance called don the america hitler and then decide to become don the vp so matter how you cut it vance is either deranged or depraved opportunist,@theowl3756,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,23/07/2024 03:48
great address greeting from poland,@Carlapse,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,22/07/2024 14:29
ohio state former marine blue collar upbringing perfect candidate for vp and next in line after trump,@matthewsidley4279,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,22/07/2024 04:17
hell be president in vote trump vance let rebuild this country enough of the dems trying to divide u cry racism at everything and ruining this country in we at least knew what woman wa,@matthewsidley4279,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,22/07/2024 04:16
loaded handgun with child in the house,@PeterWardlow,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,22/07/2024 00:53
jd vance republic,@sunnyyaqqob1039,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,21/07/2024 20:36
jd vance is incredible brilliant compassionate but tough impressive and america deserves vice president a great a him and together trumpvance perfect mix will make america great again god bless america,@nids6886,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,21/07/2024 04:07
i agree with vance never trump,@shaylagortman2322,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 20:35
not fan of politics but democrat are cooked,@Firme_Gee93,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 16:14
i have nothing against donald trump but is just too old for president,@georgetteochsner8715,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 14:28
this is very good speech i wish wa the president elect p i am naturalized american living in switzerland good luck mr vance,@georgetteochsner8715,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 14:22
hypocrite hypocrite hypocrite,@meeceramirez6378,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 13:10
how can you compare jdvance and kamala,@leahjones8539,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 11:54
what darling man so glad you grow up to appreciate and love conservatism,@leahjones8539,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 11:51
million people of america like trump and vice president of america,@silaititutanekai9546,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 10:59
why isnt jd vance running for president,@corinneblair8795,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 06:42
the united state experiment,@corinneblair8795,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 06:42
im conservative and i think trump made huge mistake picking vance,@dr.kennymakit1167,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 04:40
go on and on and clap like it the same thing every year,@MonniKhan-i9x,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,20/07/2024 00:44
jd vance seems like good guy respect,@chaverenren981,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 20:11
i dont believe this trader ukraine money got threw your office the american people will find out jd,@Fender664string,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 17:55
we love trump vote trump god bless,@randyhall2959,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 17:40
trump is so amazing went through all that so could help to his people vote for trump,@randyhall2959,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 17:14
it hard to believe that joe biden did so much damage in short time a president,@randyhall2959,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 17:13
i feel like cry so touching,@micheleleonello4867,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 16:08
vance come from drug dealer family and different surname from his father also he married to an indian woman thats why talk against pakistan and iran,@jiqbal8480,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 13:49
ohio hate you,@audio2664,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 04:48
jd vance wasnt picked by trump wa installed by heritage cuz of his ageguarantee will b in the king spot a puppet just like chump for the next year,@MrDb135i,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 04:19
very nice spich,@ravindrasinghchauhan2262,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 03:53
love अमरक,@ravindrasinghchauhan2262,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 03:47
yes it true my bro it new usa इस बर टरप सरकर congratulation,@ravindrasinghchauhan2262,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 03:46
jd vancepence is history repeated all ready boring,@michaelpowell7120,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 03:07
mark my word within year trump will throw this guy under the bus same way did his last vp,@texas70.32,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 03:03
he very nice gentleman,@8000theone,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 02:45
god bless you,@felicianeacsu9768,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 02:36
this is in my opinion one of the best acceptance speech or of any speech during presidential campaign election i have heard in my lifetime,@DarkdeathTM,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 02:15
another spineless sycophant,@Strong9731,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 02:10
vance belief in an authoritarian government where the executive branch all the power and control the other branch of governmentalso his view on woman are borderline handmaid talehe also is friend with kevin robert from the heritage foundation the think tank behind project but suretell how star spangledly great for america will be,@mackeydirk8643,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 02:00
doe know why the other guy didnt go for second term is anyone honna tell him,@CasevacDevilDoc,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:56
is nothing but liar himself way will trump win,@annem.parent8580,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:52
mr mascara,@robertword4395,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:35
this guy been paid for by peter thiel millionaire from californiahe worked for theil and then later opened his own business with theils help after the intial public stock offering it filed for bankruptcy then the carpet bagger came to ohio in highly gerrymandered districtwas given mass donation by theil and endorsed by trump and even though had background in politics ended up in the senateas marine wa journalist reported what the real troups were doing is not qualified to be vp a resident of ohio i strongly urge you to do the right thing and keep this guy out of the white house,@marilynnorourke56,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:28
trash candidate facing off once again this really suck why cant we vote for someone younger than freaking get these geezer out of here,@America2Monaco,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:26
straight up republican trump guy who want to say worst pick ever anyone who ever listened to ramaswamy speaking in public and then listen to this guy,@darthnihilus511,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:20
ohio cant stand you,@johngattuso-pk9fd,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:07
fascist vp,@katmandoism,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:03
trump king of debt left america in eight trillion dollar debt,@albertdeleon6272,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 01:03
look like the head of the kkk,@jdrayton7224,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:54
jd vance new path can you alaberate on who wrote your speech,@CandyGumaer,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:50
wa about to say bot,@derekbraun6812,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:40
trump and vance are unamerican fascist and yall are treating them like prophet,@onesevenninewest,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:28
trump biggest fun jd accepted even worse not like,@garypiont6114,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:28
i really like without doubt his down to earth attitude personality,@nelsongutierrez5322,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:14
jd vance look like young general ulysses s grant im sure few people have heard of him joe biden wa born the day after grant took richmond,@HotZTrain,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:10
jd vance deceived his listener by claiming that the church in ukraine wa deprived of it right all ukraine want is for the moscow church to be separate and for the ukrainian church to be independent and not subordinate to the moscow kgb,@rayisafitzpatrick9523,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:08
why doe jd look like an older version of oliver queen aka green arrow edit you have failed this city,@whitley196,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:05
cant be politician he not year old,@SpecsCloud,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:03
wlsljskd jk,@zachary70512,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:01
project devastating to the middle class and the poor in november vote blue up and down,@osmargonzales6036,https://www.youtube.com/watch?v=k9QBPzr-Y1Q,,19/07/2024 00:01
