Comentario,Autor,URL_Video,Fecha_Publicacion_Video,Fecha_Publicacion_Comentario
niפ ǝɹפ noinissss ǝʞw,@Drag0zard,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 12:31
coherent biden say what anyway,@belagings600,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 12:28
nǝpiq ǝoſ ʞɔⅎ,@Drag0zard,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 12:27
make america great again trump,@Drag0zard,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:58
go president biden,@manuelloweryperez2846,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:56
joe biden is not true american friend however if you are an illegal then is your bff,@amberleeriggan4716,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:38
you got this sir we believe in you,@Drueber,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:37
i am austrian wishing i could vote in the usa hoping american will give you more year,@grudtt2428,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:29
way joe got k like in one day im calling fraud these number are rigged fake youtube rigging number again,@seetheforest,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:21
i wonder what traitor joes is selling today,@DustinAdamsJustice,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:17
how many take did actually need to get the word right,@brownell10,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 11:06
biden is shameless and worthless traitor if you vote for joe biden and the democrat party youre voting for the destruction of america,@scalawag6878,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:57
this man failed not only his country but the entire world,@GS-TAMBZ,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:49
meidas touch is the best and im with bidenharris,@sherylstrack2093,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:46
go joe true american are with you,@marthalikens482,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:39
go joe from,@humphreybradley3060,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:27
power nammakku,@RajK-n3c,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:26
delhi muniyamma,@RajK-n3c,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:24
never,@raumir70,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:23
impeach this administration,@926paaja,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:20
im here to be lied to,@Nomaswearefull,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:09
after seeing him talking on stage this video seems to be ai made,@mmmnn2,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 10:01
more year biden,@xiozen,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 09:48
from australia democracy globally need stable sane u president and leader with wisdom who lead for the people great ad,@gcr6420,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 09:32
congratulation i now got hit with dollar per month health insurance bill how much do these immigrant pay,@ToMaToEsGrOw,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 09:31
ceasefire,@northuniverse,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 09:29
slava ukraini strength through cooperation of the free nation love from europe,@jaspyjiindust.9227,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 08:36
the best president,@dreambyland,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 08:36
president biden brought it all home wa the very best choice in a is in his vast array of experience in government completely shuts his opponent down vote blue,@morgantylerv9406,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 08:34
you killed laken riley,@retrobrahhh,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 08:33
the jackal will be fumigated from his foxhole,@leighmerrett1346,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 08:05
why dont you tell u who really financing your campaign joe,@Witcher58,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:49
meidas touch sent and i just love your humor let kick all republican out vote blue,@belindalewis7474,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:43
i hope to see you rot in jail,@DavidD6969,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:34
rfk all the way,@Jean_in_Stillness,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:20
best so far it need to be playing every day on all social medium,@courtneybrubaker9738,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:11
lol he using roe v wade to run on supreme court overturned it under him,@jakey4683,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:09
way you won the election,@bluntly8760,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 07:08
hope joe win,@cesramm1120,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:58
love some joe thank you for all you have done biden,@irisheyes7311,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:51
i really hope that you win,@joseebedard3180,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:47
that last is the kicker sense of humour,@irenejohansen1370,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:45
im here from meidas touch great ad while im here please hear popoks argument re the solicitor general arguing for our democracy in the sotus on april u justice dept must weigh in accountability,@Ilikebacteria,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:27
the world is watching right now america look antidemocratic and procommunist the fear is that numpty dumpty will come back you have win joe you just have to,@CrazyTeacherNick,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:25
if anyone honestly care about his well being you wont vote for him if you dont want kamala in charge you wont vote for him,@codyhill2311,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:21
how many time did this take im almost convinced this is ai,@StreetPiratesTV,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:08
this is brilliant joe biden is smokin joe powerhouse and his state of the union address will go down in history a one of the great speech of all time,@Kazzmcknight,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 06:00
fight for the american people or fight for ukraine and illegal immigrant,@worldbreaker3606,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:54
yet done nothing for the american people except place u in higher debt more war and higher inflation i guess did do something for u after all,@Belial650,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:54
this comment section is terrifying,@pisceananarchyvortex7223,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:52
yes i am voting for you john brandon you are supreme leader,@ioanandreibusu3772,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:42
the are working extra hard in this comment section,@chrisdyer5879,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:33
this man is time better than trump our country is le toxic with real leader trump brings fear risk to our democracy and teach people it ok to be toxic and angry we just need to keep on course to continue to make our country amazing stay strong america,@CHITECHDUDE,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:23
ummmm roe wa never the law of the land it wa judicial decision,@brianmanuel1202,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:20
biden doesnt answer for destroying our economy biden doesnt answer for opening up the boarder biden doesnt answer for leave more than american citizen in afghanistan year ago biden is accountable for his horrific failure vote for president trump,@pelarswinson4255,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:13
the best president for the u,@silbervogel6138,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:08
he will turn november th after the election will be after his year let stop this it ridiculous we need younger people running for president is literally on his death bed,@maggie0285,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:07
biden doesnt answer for destroying our economy biden doesnt answer for opening up the boarder biden doesnt answer for leave more than american citizen in afghanistan year ago biden is accountable for his horrific failure,@pelarswinson4255,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 05:05
jesus,@shaliniksshaliniks8934,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:57
i wonder how many take this took,@FatPasta,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:56
thank you joe biden you make america better place to live,@0IIIIII,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:52
yes let go brandon,@pyroxxx,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:50
love the punchline,@denverpranganrivera,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:32
this is bid to buy vote with big lie this man been putting one over on u all for year dont believe his lie,@susanfischer6508,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:17
how much adderall is on wouldnt give this load of penny,@kattengat2,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:05
erm,@beans00001,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 04:04
im with you joe,@IAMXTACY2U2,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:51
wonderful i love leader who know the stake are life and death and can still manage to share news with warmth and humor,@careysipp7774,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:50
i dont believe got k thumb up for one second,@mlmoreno75,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:41
this is great ad optimistic and promoting solid first term record protecting reproductive right super law to fight climate change and successfully stopping putin in ukraine more of this please,@danoh8583,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:38
meidas touch sent i am happy they did because i also approve of this message just keep doing what youre doing and dont forget to toot your own horn im proud of you and all of your accomplishment but for those who havent been listeningplease dont stop telling it,@pamalawashington9371,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:37
modern day tywin lennister with wisdom,@aluktamut9801,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:19
hey joe small tip reinstate the gold standard,@Bonzite,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:16
joe biden youre fired,@AmericaPatirot,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:14
thanks meidas touch awesome ad,@markita.hardenhome,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:14
pres biden for,@FayeMari3,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:12
joe need to go we dont want him and we dont need him vote trump if you want to keep our beautiful country,@jameybranum1638,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:11
the campaign say theyre targeting younger people and people of color one it too long for most attention span and at least half the messaging is off target,@BillW-u7v,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 03:11
meidastouch sent and you have my vote,@beverlycosham2936,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:37
yeah you have accomplished nearly nothing in the year that you were president im sure you will do so much for u in the next year,@lava_suroi,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:36
president trump in telling u to do whatever we want with you and your crooked family,@SoCalian,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:23
love the ad greeting from meidas touch,@kyaintit,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:22
joe biden is one of the greatest and most progressive president in history,@OtherwiseDonkey,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:15
thank u joe,@renol173,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:10
save the country mr president,@estherepperson5843,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 02:00
goooo joe,@sherryberry2394,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:58
the gallows,@barneshomestead1240,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:51
president joe biden shahbdullah baba guid nauman put blain feeling do morning time night time pm am nauman wali,@user-naumannauman,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:46
great add,@hegeliankid1226,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:33
yup age is obstacle to wisdom a far a president biden is concerned for the other guy all know is how to bully to get his way and to stir up people with his lie getting old not made former guy any better or even little itsybitsy wise joe my vote gotv and vote blue,@IndivisibleGrantCountyWA,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:31
deleting comment,@bayly1977,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:24
ugh i may begrudgingly vote for you gramps maybe maybe,@firefly9838,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:16
we love you joe from portugal,@helena60-i9e,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:11
biden and trump need to start kissing eachother on the lip and just make up already,@buddy510,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:07
biden will go down a the best president ever,@williamppl3624,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:05
i support you biden thank you for everything,@dctrojan1588,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:05
bidens department of labor reopened the issue and proposed rule at the end of august that would push up that cutoff by nearly to the draft regulation which still need to be finalized would also include mechanism to automatically adjust that level every three year by yoking it to the th percentile of annual income,@someonesomeone1329,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:05
got my vote,@BookMama72,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 01:04
mr president you are the best president that i have ever held confidence in and the best overall president of our time im hoping that i will live long enough to see better country before i leave this life i listen to meidas touch network and ko among the many source of information we are both old but experienced in our own way,@gwayne919,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:53
one is better than donald trump joe biden failed u mr biden need to get out the power from while house,@kevinheneghan74,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:42
well said sir looking forward to four more year,@brucelamberton8819,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:39
i love this guy,@amartinjoe,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:39
all need to vote donald trump election you want fuel be cheaper think about donald trump will going to fix it about fuel cost be all time low for life since covid soon joe biden is be big trouble about high fuel price on record high is more migrant need to get out of united state think about money go to fuel cost to be cheaper get more fuel for le always go to big engine dislike new cadillac escalade v supercharger v lt engine,@kevinheneghan74,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:38
forgot to mention that is too demented to be charged with felony,@KennyRogersRoasters84,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:35
clearly you havent been the bridge between dems and rep like you claimed you would be you support everything dems want and nothing rep want why should i vote for you when you just want to take stuff away from,@rclines001,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:26
joe biden proved himself disgusting person for mispronouncing laken riley name a lincoln then apologized to lakens murderer for calling him an illegal alien youd have to be an absolute brain dead fool to support joe biden,@freecitizen7372,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:24
remember remember the th of november,@Oshjay2000,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:22
joe biden is disgrace,@jasongimello234,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:17
how can take credit for trump action i just cant believe this idiot and the b that dribble from his mouth,@markfrommichigan659,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:16
great ad thanks to the meidas touch for posting the link,@andreamanning9890,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:13
love this ad came here via meidas touch,@joanfregapane8683,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:09
looking forward to four more year of stable leadership red state literally dont know how to thank you mr president but their people are benefiting even a they vote against their own selfinterest,@mattrobinson47,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:07
mr president can i please get pardon from school please please please please plese please plaese plase plesplaseplapslpaslapesseaplsae,@IvanInsulted,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:04
usaksa,@user-9musab,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,11/03/2024 00:01
we love you potusheart and soul,@elizabethchase8725,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:56
class,@MrKCoughlan,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:54
biden is the worst we had in modern history the man that will bring u united and heal u is robert f kennedy jr everyone vote independent this election time to end the two party system instead having multiple party,@Captain_Grimes,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:54
far out joe i like this lot,@ts1931,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:51
joe u gave all of u the worst president since i loved,@chrisbanos1112,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:49
we voting voting for baby bro ice cream joe,@BabaBooey555,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:48
wheres the affordable healthcare plan,@Miss.perpetual,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:45
vote for president biden once voting for president biden again,@CKLee-rs4kl,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:44
someone said i would rather vote for someone who year behind him than someone who indictment infront of him,@tbutt1956,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:42
comparison with trump should not be even close biden forgets sometimes and brain fog like most people even young one do trump can not put coherent sentence together doe not know who the president is or the difference between nancy pelosi and nikki haley and incompetent bumbling idiot,@tbutt1956,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:40
presidential speech are on my page,@jonathansaign,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:38
people who vote k for president,@Soc-m8o,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:34
fly buzzing around in diaper joes brainharris crazy extremist fawning over herself what do you call them f they enter the country illegally illegal duhhhh here is reason they are illegal to commit crime etc,@MandyNowoor,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:30
such liar and loser,@jasonjason8639,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:26
luv you uncle joe,@kimberlymoyer1232,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:21
american from left to right vote and vote to stop fascist trump,@drybonfa,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:19
this is our president,@drybonfa,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:19
meidastouch michael popok suggested the solicitor general of the u should assist the u in the immunity case,@JakNekon,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:11
take care of the weakest most marginalized amongst u on up the american citizen workforce need you to fight for them with hand on confrontation of ceo executive and boss of american corporation and business for better working life they dont own u but they act like they do there is democracy inside of corporation or business none retiree are struggling mightily and i should know i am one now mr president we need relief we need real protection from the greedy profit before people operating in the united state they are u citizen and we are u citizen but there is an enormous disconnect that must be acknowledged and fix immediately you want vote mr president take care of our common everyday poor and workingclass average ordinary citizenry right now not later more lipservice the filthy rich have enough they are tbe true cause of all the ill this divided country is presently going through the tax rate used to be a high a and the rich and the country thrived do something spectacular biden be the hero we elected you to be stop with the center conservative democrat b turn this ship around mr president,@nawkea6478,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:10
why so angry joe we dont believe youre lie,@hrlaej,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 23:08
remember when you called for people rush our border remember when your party fought tooth and nail to stop trump border wall well we texan remember from paso texas i hope we hope you never see another day in office,@xerosouls,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:42
neutral soul this person is very interestingand i know that know something what is not available for you and probably never be it not fault relase your anger please see you on the sidewalk tonight huh,@dbug7276,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:41
awesome joe youve got my vote,@RebeccaMooreFrey,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:39
whens the funeral,@laurynaspoznanskas7681,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:34
all i done wa change party at the county clerk office on march st and vote for joe and it been nothing but miserable week for trump and his cult of trump worshipper horrible week and every week will just be worse for them than the week before,@jaredchilders3781,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:26
your sotu wa terrible and although it wont force to vote for trump nothing will it sure will prevent from voting for you ill be staying home november th i look forward to june when you again place the pride flag front and center in front of the american flag on the white house thats where your priority are,@walterbison,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:26
think got u out of covid yet didnt get into office till when inflation wa,@B86432,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:25
bigger failure a president than wa a senator,@shoelessb4515,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:24
this just made my day,@priscillaszporka4983,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:10
people may say joe biden is bad president but i dont think that i think joseph biden could make america great i think you can make america strong and better trump did nothing in the white house im voting for you mr biden im voting for you,@AgustinHernandez-x8p,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:09
midastouch told to come check out your new ad just know that all of u brigaders are rooting for you over here and appreciate all that you have done and all that you will continue doing to keep our democracy strong for all american even the one that dont appreciate it,@shawnalajame7888,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 22:00
united state citizen know that politician or philosopher old age mostly let be citizen give one chance only four year tenure only,@lalitnandal,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:58
go joe go vote democrat save democracy,@pedroborrero7203,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:45
great,@amg7,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:40
it took month for another of joes video to top k view this topped k in day total job hmmmm let recall how many border jumper did joes admin fly about secretly into the usa,@warmachine2098,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:12
joe prisoner escape from haitian jail are you gon na close our border and allow ice and border patrol to do their job to protect u silly united state citizen from such criminal,@warmachine2098,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:07
awesome meidas touch wa rightthis is great ad,@janmcguire5268,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:07
please everyone share share share share share share a widely a possible,@s.mcgonigal2713,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:06
way to go coming from meidas touch network,@gilbertwashington4124,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 21:01
take,@mar2anne2222,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:51
scared to hear the truth,@Barbara-qz3ug,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:41
at an archive shot of president predecessor bumbling infrastructure week banner plastering the wall and prop binder of blank paper page that is some genius messaging my friend,@techrescuestl,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:35
how refreshing to have humble but strong president that will not get on his knee for putin like trump did and will again vote blue,@retiredguyadventures6211,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:24
joe biden is best,@Nassukat,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:18
vote blue for war inflation and embarrassment on the world stage,@Tsrashi,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:18
why is the line donald trump took away the freedom of woman to choose followed by the image of mother picking up her child when in reality by saying this biden is promoting abortion that doesnt make any sense,@techaido,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:17
she should never have been allowed to attend the speech in this disgusting getup i certainly couldnt do what she doe and get away with it someone shouldve stepped up for u and not allowed her to ridicule our country a if were big joke and they can get away with their disrespect enough already,@Sunny-il1xm,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:11
thank you fabulous commercial thank you meidas mighty for sending here,@mistynelson1526,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 20:04
biden if you want to show your humanitystop the war in gaza it gone horribly wrong and american tax payer do not want to fund this,@kona744,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 19:49
this is awesome,@PrincipleMarketing,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 19:45
i got your back sto lat year in polish,@alexchavez5322,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 19:42
keep it going mr president america stay vigilant and vote blue,@frankdegennaro6710,https://www.youtube.com/watch?v=R6e4ruziZBI,09/03/2024 17:04,10/03/2024 19:41
